Name,Image,Species,Personality,Gender,Default Catchphrase,Default Clothing,Default Umbrella,Fav Style,Least Fav Style,Starting Hobby,Birthday,House Exterior Model,House Exterior Palette Group,Furniture,Wallpaper,Carpet,Song,Furniture Tastes,Move-In Type,Name (Japanese),Name (Spanish),Name (French),Name (German),Name (Italian),Name (Korean),Catchphrase (Japanese),Catchphrase (Spanish),Catchphrase (French),Catchphrase (German),Catchphrase (Italian),Catchphrase (Korean),Hex ID,Filename
Gladys,,Ostrich,Normal,Female,stretch,misty shirt,paper parasol,conservative,gauche,catch bugs,January 15,3-3,D,"exotic bed, exotic bench, exotic table, exotic screen, exotic chest, azalea bonsai, exotic wardrobe, phonograph, biwa lute, mega oboid",shoji screen,tatami floor,K.K. Folk,"chic furniture, Asian furniture, houseplants, paintings, Classic Series furniture, Regal Series furniture",Move-in only,ちとせ,Gladis,Gladys,Sandra,Marta,빅토리아,ですの,plumillas,codêt,ajajajjj,stretch,그렇지라,63,ost01
Apollo,,Eagle,Cranky,Male,pah,zipper shirt,paper parasol,funky,hip,walk around,July 4,4-0,A,"modern bed, billiard table, modern sofa, wide-screen TV, modern desk, mahjong table, black knight, white knight, shark tooth, Peking Man",ornate wall,tartan rug,Soulful K.K.,"white furniture, modern furniture, black furniture, houseplants, Robo Series furniture, Cabin Series furniture",Starter,アポロ,Apolo,Apollon,Apollo,Apollo,아폴로,だワイ,rapaz,trraaaa,ahhh,pah,다꿇어,64,pbr00
Amelia,,Eagle,Snooty,Female,cuz,spiderweb shirt,zebra umbrella,gauche,conservative,dig up fossils,November 19,4-1,B,"cabin table, ranch couch, cabin bookcase, folk guitar, birdcage, tall puffoid, cactus, tape deck",desert vista,cabin rug,K.K. Condor,"red furniture, old-school furniture, brown furniture, instruments, Asian furniture, Ranch Series furniture",Starter,アンデス,Amelia,Aurélie,Adelheid,Amelia,안데스,カラカラ,chinchilla,croooa,adlerauge,mini mini,엄멈머,65,pbr01
Pierce,,Eagle,Jock,Male,hawkeye,circus shirt,modern umbrella,conservative,fancy,shop for clothes,January 8,1-1,B,"regal bed, regal table, hi-fi stereo, regal sofa, radiator, regal armoire, regal chair, regal lamp, refrigerator",regal wall,regal carpet,K.K. Etude,"white furniture, yellow furniture, green furniture, instruments, Cabana Series furniture, Regal Series furniture",Starter,セバスチャン,Hugo,Napoléon,Adrian,Attilio,세바스찬,バサバサ,aguililla,œil agile,schwinge,pronti via,퍼덕퍼덕,66,pbr02
Aurora,,Penguin,Normal,Female,b-b-baby,pink tartan,lemon umbrella,hip,gauche,collect shells,January 27,4-2,C,"elephant slide, cabana dresser, gold stereo, cream sofa, daffodil chair, kitschy clock, nebuloid, iris table, harmonoid",lunar horizon,kitchen tile,K.K. Gumbo,"white furniture, lovely furniture, black furniture, paintings, Lovely Series furniture, Regal Series furniture",Starter,オーロラ,Aurora,Aurore,Sonja,Aurora,오로라,だジョー,pescadito,b-b-bébé,b-bestens,b-b-baby,랄라,67,pgn00
Roald,,Penguin,Jock,Male,b-b-buddy,cafe shirt,Toad parasol,funky,conservative,catch bugs,January 5,4-3,D,"train set, elephant slide, rocket, satellite, space shuttle, telescope, kiddie clock, super toilet, robo-stereo, bowling pins",playroom wall,kiddie carpet,K.K. Parade,"blue furniture, lovely furniture, white furniture, houseplants, Cabin Series furniture, Ranch Series furniture",Starter,ペンタ,Bobi,Reynald,Roland,Angelino,펭수,だペン,titirito,pépépère,k-k-kumpel,br-br-brr,팽팽,68,pgn01
Cube,,Penguin,Lazy,Male,d-d-dude,big dot shirt,petal parasol,cute,cool,walk around,January 29,0-0,A,"robo-bed, robo-dresser, robo-sofa, red snapper, robo-clock, daffodil chair, apple clock, robo-stereo, tulip chair",mod wall,diner tile,K.K. Technopop,"modern furniture, black furniture, colorful furniture, instruments, Classic Series furniture, Kiddie Series furniture",Starter,ビス,Cube,Cube,Cube,Cubetto,빙수,ペンペン,waap,cococopain,d-d-dude,brivido,땡땡,69,pgn02
Hopper,,Penguin,Cranky,Male,slushie,dragon suit,flame umbrella,severe,cute,fish,April 6,0-1,B,"cabin table, cabin couch, cabin low table, cabin chair, bear pole, mega timpanoid, tall gongoid, eagle pole",cabin wall,cowhide rug,Lucky K.K.,"old-school furniture, red furniture, black furniture, paintings, Ranch Series furniture, Asian furniture",Starter,ダルマン,Güiñón,Victor,Hauke,Pinguaio,달만이,ちぅねん,esploch,manette,slaschi,sguish,아따,6A,pgn03
Friga,,Penguin,Snooty,Female,brrrmph,picnic shirt,lacy parasol,cool,hip,collect furniture,October 16,0-2,C,"regal bed, cabana bookcase, regal dresser, retro stereo, regal table, bubble shirt, regal chair, regal chair, lacy parasol, spring shirt",arched window,classic carpet,K.K. Tango,"white furniture, pink furniture, houseplants, Cabana Series furniture, Regal Series furniture, Lovely Series furniture",Starter,サブリナ,Frida,Friga,Frieda,Frida,사브리나,ツルルン,heladito,bourfff,grrmpf,brrrumf,으쓱,6B,pgn04
Gwen,,Penguin,Snooty,Female,h-h-h-hon,yellow bolero,lacy parasol,fancy,hip,garden,January 23,0-2,C,"ebony piano, ranch tea table, vibraphone, regal dresser, classic sofa, ranch bookcase, phonograph, pothos, classic clock, classic table",cityscape wall,round carpet,Café K.K.,"white furniture, blue furniture, yellow furniture, paintings, Classic Series furniture, Asian furniture",Starter,ポーラ,Fabiola,Gwen,Judith,Gelinda,폴라,ウフフ,crustáceo,h-h-h-hon,ssswetie,a-a-amor,우훗훗,6C,pgn05
Curly,,Pig,Jock,Male,nyoink,green bar shirt,gelato umbrella,hip,cool,dig up fossils,July 26,0-3,D,"cabin table, classic bookcase, cabin couch, mini croakoid, pachira, tape deck, coconut palm, folk guitar",wood paneling,music room floor,K.K. Reggae,"yellow furniture, brown furniture, houseplants, instruments, Ranch Series furniture, Cabin Series furniture",Starter,ハムカツ,Rufueto,Tirbou,Oink,Ricciolo,햄까스,どもども,ñoink,coink,oinkoink,niooink,꿀꿀,6D,pig00
Truffles,,Pig,Peppy,Female,snoutie,turnip top,Toad parasol,cute,conservative,fish,July 28,1-0,A,"blue table, lovely kitchen, lovely loveseat, lovely dresser, tootoid, mega tootoid, gold econo-chair, djimbe drum, tea set",citrus wall,lovely carpet,Two Days Ago,"pink furniture, modern furniture, colorful furniture, paintings, Asian furniture, Cabana Series furniture",Starter,トンコ,Trufas,Trufa,Luzie,Grufetta,탱고,だわさ,oink-oink,jambon,schnauzie,ficcanaso,거라예,6E,pig01
Rasher,,Pig,Cranky,Male,swine,rugby shirt,busted umbrella,severe,cute,dig up fossils,April 7,1-1,B,"modern bed, wide-screen TV, glass-top table, office locker, office locker, white golf bag, quince bonsai, dharma",shanty wall,cowhide rug,K.K. Faire,"red furniture, old-school furniture, brown furniture, paintings, Cabana Series furniture, Ranch Series furniture",Starter,グレオ,Curtis,Salami,Ede,Broncio,글레이,まんねん,tocino,porcelet,schweini,snoooink,꾸엑,6F,pig02
Hugh,,Pig,Lazy,Male,snortle,jade check print,eggy parasol,fancy,gauche,collect furniture,December 30,0-0,B,"kiddie table, kiddie stereo, kiddie bed, kiddie couch, toilet, alarm clock, refrigerator, blue lava lamp, stove",green wall,diner tile,K.K. Mambo,"orange furniture, yellow furniture, pink furniture, houseplants, Green Series furniture, Blue Series furniture",Starter,クッチャネ,Jacobo,Bonno,Hugo,Jambon,먹고파,とかね,groink,cuick,schniff,snort,아님말구,70,pig03
Lucy,,Pig,Normal,Female,snoooink,natty shirt,candy umbrella,cute,cool,garden,June 2,0-2,D,"ranch table, exotic screen, cream sofa, sewing machine, glass-top table, holly bonsai, space heater, mugho bonsai, owl clock, ponderosa bonsai",chic wall,tartan rug,Comrade K.K.,"brown furniture, modern furniture, black furniture, instruments, Robo Series furniture, Classic Series furniture",Starter,ルーシー,Aurelia,Lucie,Larissa,Lucy,루시,よぅ,jamoneti,groingroin,schnoink,snoink,예예,71,pig04
Bunnie,,Rabbit,Peppy,Female,tee-hee,jade check print,petal parasol,gauche,funky,collect furniture,May 9,1-2,C,"ebony piano, retro stereo, regal dresser, ranch couch, green bed, lovely lamp, lovely chair, Mama bear, regal vanity, lovely end table",wood paneling,parquet floor,K.K. Aria,"pink furniture, lovely furniture, brown furniture, instruments, Lovely Series furniture, Cabin Series furniture",Starter,リリアン,Coni,Clara,Mimmi,Bonny,릴리안,みたいな,oy-oy-oy,hé hé hé,tiihii,tiptap,그렇지뭐,72,rbt00
Dotty,,Rabbit,Peppy,Female,wee one,blue check shirt,yellow umbrella,fancy,cool,walk around,March 14,1-3,D,"lunar lander, lunar rover, satellite, tall sproid, Spaceman Sam, tape deck, Spaceman Sam, Spaceman Sam",desert vista,Saharah's desert,K.K. Technopop,"colorful furniture, chic furniture, pink furniture, paintings, Classic Series furniture, Cabana Series furniture",Starter,マーサ,Katia,Dorothée,Doro,Dotty,서머,ラン,trompis,lapinou,uiui,caroté,룰루랄라,73,rbt01
Coco,,Rabbit,Normal,Female,doyoing,dawn shirt,leaf umbrella,severe,gauche,collect furniture,March 1,2-0,A,"outdoor bath, screen, exotic chest, tall lantern, spaceman, tall lantern, mega rustoid, quince bonsai",plaster wall,shanty mat,K.K. Dirge,"modern furniture, brown furniture, instruments, Modern Series furniture, Ranch Series furniture, Asian furniture",Move-in only,やよい,Cocoloca,Coco,Koko,Coco,이요,はにょ,toin-toin,touloulou,hoppsa,evviva,삐용,74,rbt02
Snake,,Rabbit,Jock,Male,bunyip,zipper shirt,camo umbrella,zany,fancy,fish,November 3,2-1,B,"screen, exotic chest, exotic chest, samurai suit, deer scare, ninja sword, oombloid, tiki torch, tiki torch",stone wall,sandlot,K.K. Lullaby,"old-school furniture, pink furniture, blue furniture, instruments, Regal Series furniture, Robo Series furniture",Move-in only,モモチ,Rayo,Jeannot,Philip,Razzo,닌토,ニンニン,boin-boing,mon lapin,hopplahopp,bun bun,닌닌,75,rbt03
Gaston,,Rabbit,Cranky,Male,mon chou,swell shirt,leopard umbrella,severe,cute,dig up fossils,October 28,2-2,C,"robo-table, amazing machine, medicine chest, hamster cage, reel-to-reel, haz-mat barrel, speed bag, sandbag",lab wall,lab floor,K.K. Dirge,"old-school furniture, black furniture, yellow furniture, paintings, Cabin Series furniture, Robo Series furniture",Starter,モサキチ,Gastón,Gaston,Gaston,Gaston,대길,ムホッ,mon chou,cahuète,herzblatt,cherie,쿨럭,76,rbt04
Gabi,,Rabbit,Peppy,Female,honeybun,waffle shirt,candy umbrella,cute,funky,catch bugs,December 16,2-3,D,"ebony piano, cabana screen, ranch tea table, regal sofa, vibraphone, pachira, slim nebuloid, metronome, turntable, pothos",green wall,birch flooring,K.K. Love Song,"white furniture, blue furniture, brown furniture, instruments, Cabana Series furniture, Classic Series furniture",Starter,ペチカ,Piluca,Gaby,Gabi,Gabri,패티카,だっち,mari,mon lièvre,liebling,mielito,꺄오,77,rbt05
Pippy,,Rabbit,Peppy,Female,li'l hare,mint gingham top,forest umbrella,fancy,funky,fish,June 14,3-0,A,"backyard pool, mountain bike, Nintendo bench, hammock, tape deck, Mr. Flamingo, sprinkler, Mrs. Flamingo, birdhouse",backyard fence,backyard lawn,K.K. Mambo,"blue furniture, modern furniture, yellow furniture, instruments, Regal Series furniture, Cabana Series furniture",Starter,ロッタ,Méloni,Nadia,Lotta,Pippi,로타,なのサ,pipita,ti’ lièvre,hihi,gnaf,울랄라,78,rbt06
Tiffany,,Rabbit,Snooty,Female,bunbun,spiderweb shirt,elegant umbrella,zany,cute,garden,January 9,3-1,B,"modern bed, billiard table, wide-screen TV, retro stereo, red sofa, dart board, huge shades, classic table, red armchair, red armchair",concrete wall,red tile,K.K. Rock,"black furniture, blue furniture, red furniture, instruments, Modern Series furniture, Regal Series furniture",Move-in only,バズレー,Tiffany,Tiphaine,Michele,Stefania,바슬레,ってさ,pompón,pinpin,ramml,bunbun,라던데,79,rbt07
Genji,,Rabbit,Jock,Male,otaku,misty shirt,paper parasol,severe,zany,catch bugs,January 21,1-1,D,"hearth, screen, evening cicada, tea table, mini-dharma, mop, paper parasol",sea view,shanty mat,King K.K.,"lovely furniture, old-school furniture, white furniture, instruments, Cabin Series furniture, Asian furniture",Move-in only,ゲンジ,Sumo,Kali,Aki,Genji,토시,まろ,otaku,otaku,goseimas,otaku,땡글,7A,rbt08
Ruby,,Rabbit,Peppy,Female,li'l ears,bunny shirt,leaf umbrella,cute,severe,collect furniture,December 25,4-3,C,"moon, lovely loveseat, claw-foot tub, lovely loveseat, mochi pestle, mochi pestle, tall quazoid, slim quazoid, mochi pestle",lunar horizon,lunar surface,K.K. Ska,"pink furniture, white furniture, blue furniture, houseplants, Lovely Series furniture, Regal Series furniture",Starter,ルナ,Rubí,Rubis,Tommy,Rubina,루나,フツーに,orejitas,n'oreille,paffpaff,orecchine,보통이지,7B,rbt09
Tank,,Rhino,Jock,Male,kerPOW,No. 1 shirt,gelato umbrella,cool,conservative,dig up fossils,May 6,3-2,C,"outdoor bath, exotic table, exotic bench, exotic lamp, maple bonsai, Japanese drum, tall lantern, tall gongoid",bamboo wall,sandlot,K.K. Lament,"brown furniture, old-school furniture, gray furniture, houseplants, Ranch Series furniture, Asian furniture",Starter,くるぶし,Aníbal,Ben,Frank,Rinaldo,탱크,ですサイ,tapumba,kaboum,wuff,zamperù,아뿔소,7C,rhn00
Rhonda,,Rhino,Normal,Female,bigfoot,bodice,lacy parasol,fancy,gauche,garden,January 24,2-3,C,"regal bed, regal sofa, retro stereo, regal dresser, classic bookcase, scale, mega lullaboid, lady palm, cabana chair, cabana vanity",mosaic wall,palace tile,K.K. Ballad,"white furniture, brown furniture, green furniture, paintings, Lovely Series furniture, Asian furniture",Move-in only,ユメコ,Ronda,Renée,Regina,Roby,론다,ンフ,jip-jip,grand pied,stampf,piedone,훗,7D,rhn01
Vesta,,Sheep,Normal,Female,baaaffo,fall plaid shirt,elegant umbrella,charming,hip,shop for clothes,April 16,3-3,D,"classic bookcase, fireplace, ranch couch, sewing machine, turntable, natty shirt, comfy sweater, winter sweater, gumdrop shirt",ranch wall,backyard lawn,K.K. Steppe,"white furniture, chic furniture, brown furniture, instruments, Asian furniture, Ranch Series furniture",Starter,メリヤス,Vesta,Hélaine,Dolly,Lanella,메리어스,なのね,beeeibi,pupull,bäääh,beeeby,쩝,7E,shp00
Baabara,,Sheep,Snooty,Female,daahling,purple tie-dye,ribbon umbrella,charming,cool,collect shells,March 28,4-1,A,"ivory piano, classic sofa, classic sofa, cabana dresser, antique clock, turntable, pachira, classic table, bass",arched window,parquet floor,K.K. Swing,"brown furniture, white furniture, pink furniture, paintings, Classic Series furniture, Regal Series furniture",Starter,トロワ,Beelén,Bêêtty,Babsi,Bea,트로와,アンドゥ,peeelusa,chêêêri,däääää,breeezza,앤쥬,7F,shp01
Peanut,,Squirrel,Peppy,Female,slacker,beatnik shirt,ribbon umbrella,hip,conservative,garden,June 8,4-1,B,"watermelon table, dice stereo, cream sofa, blue bureau, green counter, red armchair, tall droploid, refrigerator, tall droploid, stove",citrus wall,red tile,K.K. Salsa,"orange furniture, pink furniture, red furniture, houseplants, Ranch Series furniture, colorful furniture",Starter,ももこ,Belinda,Rachida,Paulina,Rachele,핑키,なのよ,almendrita,noisette,faulenzer,sgronch,거얌,80,squ00
Blaire,,Squirrel,Snooty,Female,nutlet,peachy shirt,candy umbrella,fancy,cool,collect shells,July 3,4-2,C,"watermelon table, high-end stereo, cream sofa, red sofa, metronome, lemon table, lime chair, grapefruit table, orange chair",citrus wall,ceramic tile,K.K. Jazz,"lovely furniture, colorful furniture, Modern Series furniture, instruments, Lovely Series furniture, Cabana Series furniture",Starter,シルエット,Azabache,Cachou,Klara,Ghianda,실루엣,ふふん,bayita,coquille,knack,scrick,헤헤헤,81,squ01
Filbert,,Squirrel,Lazy,Male,bucko,vogue top,daisy umbrella,funky,gauche,catch bugs,June 3,4-3,D,"train set, robo-dresser, kiddie dresser, kiddie couch, satellite, tall cactus, TV with a VCR, mini croakoid, round cactus, mega croakoid",lunar horizon,citrus carpet,Two Days Ago,"lovely furniture, blue furniture, colorful furniture, paintings, Green Series furniture, pink furniture",Starter,リッキー,Filberto,Filibert,Felix,Scriccio,리키,でしゅ,guirlache,gogo,manno,gnic gnic,예용,82,squ02
Pecan,,Squirrel,Snooty,Female,chipmunk,red check shirt,elegant umbrella,fancy,severe,shop for clothes,September 10,0-0,A,"regal bed, regal sofa, hi-fi stereo, regal dresser, regal bookcase, regal vanity, mixer, aloe, red tulips, toaster",regal wall,stone tile,Café K.K.,"yellow furniture, orange furniture, brown furniture, houseplants, Classic Series furniture, Lovely Series furniture",Starter,レベッカ,Camila,Pécan,Noisette,Nocina,레베카,つんっ,piñoncito,fouloulou,spatzl,cipì,쯧쯧,83,squ03
Nibbles,,Squirrel,Peppy,Female,niblet,watermelon shirt,sunny parasol,cute,conservative,shop for clothes,July 19,0-1,B,"watermelon table, mountain bike, lovely loveseat, elephant slide, kiddie bed, water bird, rock guitar, tall sproid, mega sproid, mini sproid",parlor wall,citrus carpet,K.K. Technopop,"green furniture, orange furniture, green furniture, instruments, Blue Series furniture, Green Series furniture",Starter,ガリガリ,Dentina,Lola,Knuspi,Rododea,그리미,ガジガジ,bellotita,nunuche,knusper,truciolo,송송,84,squ04
Agent S,,Squirrel,Peppy,Female,sidekick,No. 2 shirt,blue umbrella,cool,fancy,fish,July 2,0-2,C,"cabana bed, cabana bookcase, wide-screen TV, high-end stereo, giant snakehead, birdcage, cabana lamp, harp, classic clock, Mr. Flamingo",cityscape wall,mosaic tile,K.K. Cruisin',"blue furniture, red furniture, green furniture, paintings, Cabana Series furniture, Regal Series furniture",Move-in only,２ごう,Fardilia,Ninjette,Karin,Agente S,２호,せいやっ,piñita,poto,strampl,spalla,흠냐,85,squ05
Caroline,,Squirrel,Normal,Female,hulaaaa,gelato shirt,beach umbrella,gauche,severe,collect furniture,July 15,0-3,D,"basketball hoop, red sofa, claw-foot tub, kiddie stereo, beach chair, surfboard, lawn chair, candy machine, gas pump, life ring",tropical vista,ceramic tile,DJ K.K.,"pink furniture, orange furniture, houseplants, Cabana Series furniture, Lovely Series furniture, Regal Series furniture",Move-in only,キャロライン,Mariló,Isabelle,Ricarda,Carolina,캐롤라인,ユー,ulaaaa,houlaaaa,hulaaaa,ehilaaà,휴,86,squ06
Sally,,Squirrel,Normal,Female,nutmeg,icy shirt,petal parasol,cute,cool,collect shells,June 19,1-0,D,"green dresser, green counter, glass-top table, exotic screen, gold econo-chair, red boom box, lady palm, ruby econo-chair, jade econo-chair",blue-trim wall,kitchen tile,K.K. Fusion,"yellow furniture, lovely furniture, green furniture, instruments, Cabin Series furniture, Robo Series furniture",Starter,ララミー,Praliné,Damia,Hanne,Rossella,라라미,ったら,ramita,noisette,muskat,nocciolina,까꿍,87,squ07
Static,,Squirrel,Cranky,Male,krzzt,melon shirt,yellow umbrella,gauche,cute,walk around,July 9,1-0,A,"modern bed, mountain bike, gold stereo, modern desk, modern sofa, mini gargloid, metal guitar, mini bowtoid, folk guitar, rock guitar",plaza wall,steel flooring,Surfin' K.K.,"brown furniture, black furniture, blue furniture, instruments, Blue Series furniture, Modern Series furniture",Starter,スパーク,Protón,Electro,Rudolf,Elettra,스파크,ピカッ,avería,krzzt,krazz,sguscio,콰광,88,squ08
Mint,,Squirrel,Snooty,Female,ahhhhhh,gumdrop shirt,lacy parasol,cool,funky,garden,May 2,1-1,B,"pine table, classic sofa, retro stereo, blue bureau, blue bookcase, dracaena, Baby bear, weeping fig, blue clock, blue cabinet",blue-trim wall,birch flooring,K.K. Soul,"blue furniture, yellow furniture, pink furniture, houseplants, Classic Series furniture, Lovely Series furniture",Starter,ミント,Menta,Amande,Marika,Mentulla,민트,うっふん,bichito,ahhhhhh,knabber,squercia,우훗,89,squ09
Rolf,,Tiger,Cranky,Male,grrrolf,bubble shirt,blue dot parasol,severe,fancy,dig up fossils,August 22,1-0,A,"modern bed, gold stereo, exotic bench, mini bowtoid, black pawn, mega bowtoid, manhole cover, white pawn",industrial wall,steel flooring,Rockin' K.K.,"modern furniture, red furniture, white furniture, instruments, Modern Series furniture, Classic Series furniture",Starter,チョモラン,Albino,Ralf,Boris,Rolf,호랭이,だガー,grooorf,grrrufff,brüll,grrrolf,근데,8A,tig00
Rowan,,Tiger,Jock,Male,mango,aqua polka shirt,bat umbrella,hip,conservative,fish,August 26,1-1,B,"green table, exotic screen, green bench, green bed, green counter, frog woman pole, bear pole, rubber tree, sproid, grasshopper",bamboo wall,bamboo flooring,Aloha K.K.,"old-school furniture, blue furniture, houseplants, instruments, Asian furniture, Cabana Series furniture",Move-in only,ゴメス,Miguelón,Marito,Gisbert,Ernesto,고메스,まったく,turista,banane,mango,mango,내참,8B,tig01
Chief,,Wolf,Cranky,Male,harrumph,red bar shirt,elegant umbrella,conservative,fancy,shop for clothes,December 19,1-2,C,"modern bed, iron frame, modern cabinet, robo-TV, iron frame, tape deck, odd clock, robo-clock, red clock, owl clock",industrial wall,steel flooring,DJ K.K.,"black furniture, yellow furniture, white furniture, instruments, Cabana Series furniture, Regal Series furniture",Starter,チーフ,Zoilo,Chef,Sascha,Artiglio,대장,やんか,ejem,mmmph,harrumff,arrrgh,그렇잖여,8C,wol00
Lobo,,Wolf,Cranky,Male,ah-rooooo,checkered shirt,paper parasol,conservative,hip,fish,November 5,1-3,D,"cabin table, cabin couch, ranch bed, retro stereo, globe, djimbe drum, djimbe drum, conga drum, folk guitar",stone wall,cowhide rug,K.K. Safari,"chic furniture, blue furniture, gray furniture, instruments, Cabin Series furniture, Ranch Series furniture",Starter,ブンジロウ,Lupo,Lobo,Lupo,Lupen,늑태,だぜよ,auuuh,ah rooooo,auuuuuu,etchuuuu,봐봐,8D,wol01
Wolfgang,,Wolf,Cranky,Male,snarrrl,Gracie's top,paper parasol,cool,cute,dig up fossils,November 25,1-3,C,"modern bed, modern sofa, high-end stereo, howloid, mini echoid, piranha, mini howloid, rock guitar",concrete wall,modern tile,K.K. Song,"gray furniture, colorful furniture, Modern Series furniture, paintings, Cabana Series furniture, Regal Series furniture",Starter,ロボ,Wolfi,Wolfgang,Weber,Wolfgang,로보,のな,grauuuh,snurffff,knurrr,zanna,거봐,8E,wol02
Whitney,,Wolf,Snooty,Female,snappy,floral knit,zebra umbrella,fancy,severe,shop for clothes,September 17,3-3,D,"classic bed, hi-fi stereo, classic bookcase, regal sofa, fireplace, classic wardrobe, classic clock, weeping fig, cabana lamp, Baby bear",stone wall,round carpet,Lucky K.K.,"gray furniture, colorful furniture, Modern Series furniture, paintings, Cabana Series furniture, Regal Series furniture",Starter,ビアンカ,Lupe,Blanche,Lupa,Bianca,비앙카,ステキね,auf-auf,sbam,jaulll,snappy,멋져,8F,wol03
Champ,,Monkey,Jock,Male,choo CHOO,paw shirt,gelato umbrella,hip,zany,garden,June 4,1-2,C,"train set, red sofa, office desk, office locker, alarm clock, rubber tree, office chair, red armchair",backyard fence,red tile,K.K. Salsa,"lovely furniture, yellow furniture, houseplants, Blue Series furniture, Kiddie Series furniture, Green Series furniture",Download only,さるお,Mico,Thibaut,Tschita,Champ,몽돌이,ウッキー,uh-ah-ah,tchouTCHOU,u-u-u,choo CHOO,우키,90,mnk00
Nana,,Monkey,Normal,Female,po po,bubble gum shirt,candy umbrella,cute,severe,collect furniture,August 23,0-2,A,"watermelon table, blue bookcase, retro stereo, blue bed, lovely lamp, orange chair, retro fridge, mixer, lime chair",parlor wall,citrus carpet,K.K. Dixie,"modern furniture, orange furniture, houseplants, instruments, Green Series furniture, Cabana Series furniture",Download only,チッチ,Nana,Mireille,Dorothea,Nanà,키키,ウキャ,monada,po po,spitzi,po po,끼끼,91,mnk01
Simon,,Monkey,Lazy,Male,zzzook,red bar shirt,forest umbrella,charming,cool,fish,January 19,2-3,C,"bonfire, cabin bookcase, hammock, conga drum, fan palm, fan palm, tiki torch, tiki torch",lunar horizon,sandlot,Forest Life,"green furniture, gray furniture, brown furniture, instruments, Asian furniture, Cabin Series furniture",Download only,エテキチ,Simón,Simon,Simon,Simon,시몬,でござる,chimpa,zzziik,bannabanna,zzzook,하옵니다,92,mnk02
Tammi,,Monkey,Peppy,Female,chimpy,new spring shirt,petal parasol,fancy,severe,shop for clothes,April 1,0-3,D,"classic bed, classic bookcase, claw-foot tub, cream sofa, cabana dresser, cabana vanity, lady palm, reel-to-reel, birdcage, cabana lamp",mosaic wall,blue flooring,Only Me,"chic furniture, white furniture, brown furniture, houseplants, Classic Series furniture, Blue Series furniture",Download only,エイプリル,Tami,Lili,Bonni,Tammi,에이프릴,ワオ,uki-uki,booof,agaga,scimmietta,와우,93,mnk03
Monty,,Monkey,Cranky,Male,g'tang,blue pinstripe,leaf umbrella,severe,cute,catch bugs,December 7,4-3,C,"outdoor bath, clothesline pole, mountain bike, sleeping bag, snowboard, campfire, backpack, tape deck, lantern",meadow vista,daisy meadow,Pondering,"blue furniture, green furniture, instruments, Robo Series furniture, Kiddie Series furniture, Cabana Series furniture",Download only,サルモンティ,Burton,Lourant,Daniel,Mimmo,몽티,バナーナ,uuuuh-ah,l'outang,unnerum,g'tang,바나나,94,mnk04
Elise,,Monkey,Snooty,Female,puh-lease,cool shirt,sunny parasol,fancy,severe,collect shells,March 21,3-1,D,"regal bed, exotic screen, classic vanity, classic buffet, classic sofa, retro TV, owl clock, racoon figurine, lucky gold cat, super toilet",cityscape wall,ceramic tile,Neapolitan,"red furniture, pink furniture, chic furniture, houseplants, Lovely Series furniture, Asian furniture",Download only,モンこ,Mayra,Elise,Steffi,Elisa,몽자,だモン,ricura,steup,strebstreb,per favore,몽몽,95,mnk05